Category,Product,Subject,Date,Class,Decision,Day,Month,Year,Subject_Translate,extracted_subject
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella Typhimurium in mussels,27 OCT 2022,information notification for attention,serious,27,OCT,2022,"Translated(src=en, dest=en, text=Salmonella Typhimurium in mussels, pronunciation=Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Salmonella infantis in Cozze o Mitili (Mytilus galloprovincialis) dall'Italia allevate in Spagna//Salmonella Infantis (in 2 of 5 samples at 25/g) in live mussels (Mytilus galloprovincialis) from Italy with raw material from Spain,24 OCT 2022,information notification for attention,serious,24,OCT,2022,"Translated(src=it, dest=en, text=Salmonella infantis in Mussels (Mytilus galloprovincialis) from Italy bred in Spain//Salmonella Infantis (in 2 of 5 samples at 25/g) in live mussels (Mytilus galloprovincialis) from Italy with raw material from Spain, pronunciation=Salmonella infantis in Mussels (Mytilus galloprovincialis) from Italy bred in Spain//Salmonella Infantis (in 2 of 5 samples at 25/g) in live mussels (Mytilus galloprovincialis) from Italy with raw material from Spain, extra_data=""{'translat..."")",Salmonella infantis in Mussels (Mytilus galloprovincialis) from Italy bred in Spain//Salmonella Infantis (in 2 of 5 samples at 25/g) in live mussels (Mytilus galloprovincialis) from Italy with raw material from Spain
Bivalve molluscs and products...,food,Norovirus in Oysters from France,24 OCT 2022,information notification for attention,serious,24,OCT,2022,"Translated(src=en, dest=en, text=Norovirus in Oysters from France, pronunciation=Norovirus in Oysters from France, extra_data=""{'translat..."")",Norovirus in Oysters from France
Bivalve molluscs and products...,food,Norovirus in Oysters from France,24 OCT 2022,information notification for attention,serious,24,OCT,2022,"Translated(src=en, dest=en, text=Norovirus in Oysters from France, pronunciation=Norovirus in Oysters from France, extra_data=""{'translat..."")",Norovirus in Oysters from France
Bivalve molluscs and products...,food,Presence of Salmonella Typhimurium in mussels,17 OCT 2022,information notification for attention,serious,17,OCT,2022,"Translated(src=en, dest=en, text=Presence of Salmonella Typhimurium in mussels, pronunciation=Presence of Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Presence of Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Presence of Salmonella Typhimurium in mussels,17 OCT 2022,information notification for attention,serious,17,OCT,2022,"Translated(src=en, dest=en, text=Presence of Salmonella Typhimurium in mussels, pronunciation=Presence of Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Presence of Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Presence of Salmonella Typhimurium in mussels,17 OCT 2022,information notification for attention,serious,17,OCT,2022,"Translated(src=en, dest=en, text=Presence of Salmonella Typhimurium in mussels, pronunciation=Presence of Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Presence of Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Presence of Salmonella Typhimurium in mussels,17 OCT 2022,information notification for attention,serious,17,OCT,2022,"Translated(src=en, dest=en, text=Presence of Salmonella Typhimurium in mussels, pronunciation=Presence of Salmonella Typhimurium in mussels, extra_data=""{'translat..."")",Presence of Salmonella Typhimurium in mussels
Bivalve molluscs and products...,food,Escherichia coli and Salmonella in live mussels from France,13 OCT 2022,information notification for attention,serious,13,OCT,2022,"Translated(src=en, dest=en, text=Escherichia coli and Salmonella in live mussels from France, pronunciation=Escherichia coli and Salmonella in live mussels from France, extra_data=""{'translat..."")",Escherichia coli and Salmonella in live mussels from France
Bivalve molluscs and products...,food,Escherichia coli and Salmonella in live mussels from France,13 OCT 2022,information notification for attention,serious,13,OCT,2022,"Translated(src=en, dest=en, text=Escherichia coli and Salmonella in live mussels from France, pronunciation=Escherichia coli and Salmonella in live mussels from France, extra_data=""{'translat..."")",Escherichia coli and Salmonella in live mussels from France
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
Bivalve molluscs and products...,food,E.coli has been detected on warty venus,12 OCT 2022,alert notification,serious,12,OCT,2022,"Translated(src=en, dest=en, text=E.coli has been detected on warty venus, pronunciation=E.coli has been detected on warty venus, extra_data=""{'translat..."")",E.coli has been detected on warty venus
